,ID,Sex,Age,ModesOfTravel,TravelMotives,Margins,Periods,StagesPerPersonPerDayAverage_1,DistanceTravelledPerStageAverage_2
81114,81114,Female,30 to 39 years,Bike,Other,Value,1999,0.45,2.29
81115,81115,Female,30 to 39 years,Bike,Other,Value,2000,0.45,2.29
81116,81116,Female,30 to 39 years,Bike,Other,Value,2001,0.43,2.29
81117,81117,Female,30 to 39 years,Bike,Other,Value,2002,0.44,2.29
81118,81118,Female,30 to 39 years,Bike,Other,Value,2003,0.46,2.32
81119,81119,Female,30 to 39 years,Bike,Other,Value,2004,0.45,2.33
81120,81120,Female,30 to 39 years,Bike,Other,Value,2005,0.45,2.35
81121,81121,Female,30 to 39 years,Bike,Other,Value,2006,0.44,2.36
81122,81122,Female,30 to 39 years,Bike,Other,Value,2007,0.44,2.38
81123,81123,Female,30 to 39 years,Bike,Other,Value,2008,0.42,2.35
81124,81124,Female,30 to 39 years,Bike,Other,Value,2009,0.44,2.37
81125,81125,Female,30 to 39 years,Bike,Other,Value,2010,0.4,2.38
81126,81126,Female,30 to 39 years,Bike,Other,Value,2011,0.42,2.42
81127,81127,Female,30 to 39 years,Bike,Other,Value,2012,0.43,2.4
81128,81128,Female,30 to 39 years,Bike,Other,Value,2013,0.42,2.41
81129,81129,Female,30 to 39 years,Bike,Other,Value,2014,0.44,2.44
81130,81130,Female,30 to 39 years,Bike,Other,Value,2015,0.42,2.44
81131,81131,Female,30 to 39 years,Bike,Other,Value,2016,0.39,2.43
81132,81132,Female,30 to 39 years,Bike,Other,Value,2017,0.39,2.44
81133,81133,Female,30 to 39 years,Bike,Other,Value,2018,0.42,2.46
81134,81134,Female,30 to 39 years,Bike,Other,Value,2019,0.41,2.46
81135,81135,Female,30 to 39 years,Bike,Other,Value,2020,0.3,2.84
81136,81136,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,1999,0.39,2.01
81137,81137,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2000,0.39,2.04
81138,81138,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2001,0.38,2.07
81139,81139,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2002,0.39,2.08
81140,81140,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2003,0.41,2.1
81141,81141,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2004,0.4,2.14
81142,81142,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2005,0.41,2.17
81143,81143,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2006,0.4,2.19
81144,81144,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2007,0.4,2.21
81145,81145,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2008,0.38,2.19
81146,81146,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2009,0.4,2.23
81147,81147,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2010,0.38,2.24
81148,81148,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2011,0.39,2.3
81149,81149,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2012,0.41,2.29
81150,81150,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2013,0.4,2.3
81151,81151,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2014,0.41,2.32
81152,81152,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2015,0.4,2.31
81153,81153,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2016,0.37,2.31
81154,81154,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2017,0.36,2.3
81155,81155,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2018,0.39,2.3
81156,81156,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2019,0.37,2.28
81157,81157,Female,30 to 39 years,Bike,Other,Lower bound 95% confidence interval,2020,0.27,2.55
81158,81158,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,1999,0.5,2.54
81159,81159,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2000,0.5,2.54
81160,81160,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2001,0.48,2.54
81161,81161,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2002,0.49,2.53
81162,81162,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2003,0.51,2.53
81163,81163,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2004,0.49,2.54
81164,81164,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2005,0.49,2.54
81165,81165,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2006,0.48,2.55
81166,81166,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2007,0.48,2.55
81167,81167,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2008,0.45,2.5
81168,81168,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2009,0.47,2.52
81169,81169,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2010,0.43,2.51
81170,81170,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2011,0.44,2.55
81171,81171,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2012,0.46,2.52
81172,81172,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2013,0.45,2.53
81173,81173,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2014,0.46,2.56
81174,81174,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2015,0.44,2.56
81175,81175,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2016,0.41,2.57
81176,81176,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2017,0.41,2.59
81177,81177,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2018,0.45,2.63
81178,81178,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2019,0.44,2.65
81179,81179,Female,30 to 39 years,Bike,Other,Upper bound 95% confidence interval,2020,0.34,3.1
81246,81246,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,1999,0.07,0.79
81247,81247,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2000,0.07,0.79
81248,81248,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2001,0.07,0.82
81249,81249,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2002,0.07,0.78
81250,81250,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2003,0.07,0.77
81251,81251,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2004,0.09,0.77
81252,81252,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2005,0.09,0.79
81253,81253,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2006,0.09,0.8
81254,81254,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2007,0.09,0.8
81255,81255,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2008,0.1,0.71
81256,81256,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2009,0.1,0.72
81257,81257,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2010,0.11,0.75
81258,81258,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2011,0.1,0.74
81259,81259,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2012,0.1,0.75
81260,81260,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2013,0.11,0.75
81261,81261,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2014,0.1,0.76
81262,81262,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2015,0.11,0.72
81263,81263,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2016,0.11,0.72
81264,81264,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2017,0.12,0.77
81265,81265,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2018,0.12,0.73
81266,81266,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2019,0.12,0.75
81267,81267,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Value,2020,0.07,0.72
81268,81268,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,1999,0.05,0.69
81269,81269,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2000,0.05,0.68
81270,81270,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2001,0.05,0.72
81271,81271,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2002,0.05,0.69
81272,81272,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2003,0.06,0.68
81273,81273,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2004,0.07,0.68
81274,81274,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2005,0.07,0.7
81275,81275,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2006,0.08,0.71
81276,81276,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2007,0.07,0.71
81277,81277,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2008,0.08,0.62
81278,81278,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2009,0.08,0.64
81279,81279,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2010,0.1,0.68
81280,81280,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2011,0.09,0.68
81281,81281,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2012,0.09,0.68
81282,81282,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2013,0.09,0.68
81283,81283,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2014,0.09,0.68
81284,81284,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2015,0.1,0.66
81285,81285,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2016,0.1,0.65
81286,81286,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2017,0.11,0.68
81287,81287,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2018,0.11,0.64
81288,81288,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2019,0.11,0.66
81289,81289,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2020,0.06,0.62
81290,81290,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,1999,0.08,0.9
81291,81291,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2000,0.08,0.89
81292,81292,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2001,0.08,0.93
81293,81293,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2002,0.09,0.88
81294,81294,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2003,0.09,0.87
81295,81295,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2004,0.1,0.86
81296,81296,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2005,0.11,0.88
81297,81297,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2006,0.11,0.89
81298,81298,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2007,0.11,0.89
81299,81299,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2008,0.12,0.79
81300,81300,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2009,0.11,0.8
81301,81301,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2010,0.12,0.83
81302,81302,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2011,0.11,0.81
81303,81303,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2012,0.11,0.83
81304,81304,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2013,0.12,0.82
81305,81305,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2014,0.11,0.83
81306,81306,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2015,0.12,0.79
81307,81307,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2016,0.12,0.8
81308,81308,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2017,0.13,0.85
81309,81309,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2018,0.14,0.81
81310,81310,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2019,0.14,0.84
81311,81311,Female,30 to 39 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2020,0.09,0.81
81312,81312,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,1999,0.23,0.89
81313,81313,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2000,0.22,0.89
81314,81314,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2001,0.22,0.89
81315,81315,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2002,0.21,0.88
81316,81316,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2003,0.2,0.88
81317,81317,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2004,0.21,0.85
81318,81318,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2005,0.2,0.88
81319,81319,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2006,0.2,0.88
81320,81320,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2007,0.19,0.89
81321,81321,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2008,0.2,0.84
81322,81322,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2009,0.19,0.9
81323,81323,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2010,0.21,0.89
81324,81324,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2011,0.2,0.89
81325,81325,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2012,0.2,0.85
81326,81326,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2013,0.21,0.84
81327,81327,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2014,0.2,0.84
81328,81328,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2015,0.2,0.88
81329,81329,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2016,0.2,0.83
81330,81330,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2017,0.2,0.85
81331,81331,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2018,0.2,0.83
81332,81332,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2019,0.18,0.83
81333,81333,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Value,2020,0.18,0.81
81334,81334,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,1999,0.2,0.78
81335,81335,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2000,0.19,0.79
81336,81336,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2001,0.19,0.79
81337,81337,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2002,0.18,0.79
81338,81338,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2003,0.18,0.79
81339,81339,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2004,0.19,0.76
81340,81340,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2005,0.18,0.8
81341,81341,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2006,0.17,0.79
81342,81342,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2007,0.17,0.81
81343,81343,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2008,0.18,0.76
81344,81344,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2009,0.17,0.82
81345,81345,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2010,0.2,0.83
81346,81346,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2011,0.18,0.83
81347,81347,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2012,0.18,0.79
81348,81348,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2013,0.19,0.79
81349,81349,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2014,0.19,0.79
81350,81350,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2015,0.18,0.82
81351,81351,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2016,0.18,0.77
81352,81352,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2017,0.18,0.8
81353,81353,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2018,0.18,0.76
81354,81354,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2019,0.16,0.75
81355,81355,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2020,0.16,0.72
81356,81356,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,1999,0.26,0.99
81357,81357,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2000,0.24,0.99
81358,81358,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2001,0.25,0.99
81359,81359,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2002,0.24,0.98
81360,81360,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2003,0.23,0.97
81361,81361,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2004,0.24,0.94
81362,81362,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2005,0.23,0.97
81363,81363,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2006,0.22,0.96
81364,81364,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2007,0.21,0.97
81365,81365,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2008,0.22,0.91
81366,81366,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2009,0.21,0.98
81367,81367,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2010,0.23,0.95
81368,81368,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2011,0.21,0.95
81369,81369,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2012,0.21,0.9
81370,81370,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2013,0.22,0.89
81371,81371,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2014,0.22,0.9
81372,81372,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2015,0.21,0.93
81373,81373,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2016,0.21,0.88
81374,81374,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2017,0.21,0.91
81375,81375,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2018,0.22,0.91
81376,81376,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2019,0.2,0.91
81377,81377,Female,30 to 39 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2020,0.2,0.89
81378,81378,Female,30 to 39 years,Walking,Attending education/courses,Value,1999,0.06,0.85
81379,81379,Female,30 to 39 years,Walking,Attending education/courses,Value,2000,0.05,0.88
81380,81380,Female,30 to 39 years,Walking,Attending education/courses,Value,2001,0.05,0.86
81381,81381,Female,30 to 39 years,Walking,Attending education/courses,Value,2002,0.04,0.83
81382,81382,Female,30 to 39 years,Walking,Attending education/courses,Value,2003,0.05,0.84
81383,81383,Female,30 to 39 years,Walking,Attending education/courses,Value,2004,0.05,0.8
81384,81384,Female,30 to 39 years,Walking,Attending education/courses,Value,2005,0.05,0.83
81385,81385,Female,30 to 39 years,Walking,Attending education/courses,Value,2006,0.05,0.83
81386,81386,Female,30 to 39 years,Walking,Attending education/courses,Value,2007,0.04,0.85
81387,81387,Female,30 to 39 years,Walking,Attending education/courses,Value,2008,0.04,0.81
81388,81388,Female,30 to 39 years,Walking,Attending education/courses,Value,2009,0.04,0.79
81389,81389,Female,30 to 39 years,Walking,Attending education/courses,Value,2010,0.05,0.78
81390,81390,Female,30 to 39 years,Walking,Attending education/courses,Value,2011,0.04,0.77
81391,81391,Female,30 to 39 years,Walking,Attending education/courses,Value,2012,0.04,0.76
81392,81392,Female,30 to 39 years,Walking,Attending education/courses,Value,2013,0.04,0.76
81393,81393,Female,30 to 39 years,Walking,Attending education/courses,Value,2014,0.04,0.76
81394,81394,Female,30 to 39 years,Walking,Attending education/courses,Value,2015,0.04,0.74
81395,81395,Female,30 to 39 years,Walking,Attending education/courses,Value,2016,0.04,0.74
81396,81396,Female,30 to 39 years,Walking,Attending education/courses,Value,2017,0.04,0.79
81397,81397,Female,30 to 39 years,Walking,Attending education/courses,Value,2018,0.04,0.74
81398,81398,Female,30 to 39 years,Walking,Attending education/courses,Value,2019,0.04,0.74
81399,81399,Female,30 to 39 years,Walking,Attending education/courses,Value,2020,0.02,0.77
81400,81400,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,1999,0.04,0.69
81401,81401,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2000,0.03,0.73
81402,81402,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2001,0.03,0.72
81403,81403,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2002,0.03,0.7
81404,81404,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2003,0.03,0.71
81405,81405,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2004,0.03,0.68
81406,81406,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2005,0.03,0.71
81407,81407,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2006,0.03,0.72
81408,81408,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2007,0.03,0.74
81409,81409,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2008,0.03,0.7
81410,81410,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2009,0.03,0.69
81411,81411,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2010,0.04,0.69
81412,81412,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2011,0.04,0.69
81413,81413,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2012,0.03,0.68
81414,81414,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2013,0.03,0.68
81415,81415,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2014,0.03,0.68
81416,81416,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2015,0.03,0.66
81417,81417,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2016,0.03,0.65
81418,81418,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2017,0.03,0.69
81419,81419,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2018,0.03,0.64
81420,81420,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2019,0.03,0.63
81421,81421,Female,30 to 39 years,Walking,Attending education/courses,Lower bound 95% confidence interval,2020,0.01,0.63
81422,81422,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,1999,0.07,1.01
81423,81423,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2000,0.07,1.04
81424,81424,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2001,0.07,1.02
81425,81425,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2002,0.06,0.97
81426,81426,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2003,0.06,0.98
81427,81427,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2004,0.06,0.92
81428,81428,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2005,0.06,0.96
81429,81429,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2006,0.06,0.95
81430,81430,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2007,0.05,0.97
81431,81431,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2008,0.05,0.91
81432,81432,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2009,0.05,0.89
81433,81433,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2010,0.06,0.87
81434,81434,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2011,0.05,0.86
81435,81435,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2012,0.04,0.84
81436,81436,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2013,0.05,0.85
81437,81437,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2014,0.04,0.85
81438,81438,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2015,0.05,0.84
